ctime,pid,usesysid,application_name,client_addr,client_port,backend_start,xact_start,query_start,waiting,query,state,state_change
1440180743.5334,28772,10,psql,10.93.131.148,50792,2015-08-21 14:12:23.506879-04,2015-08-21 14:12:23.508307-04,2015-08-21 14:12:23.511309-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, a.indexrelname, idx_scan, idx_tup_read, idx_tup_fetch, idx_blks_read, idx_blks_hit FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV, HEADER);",active,2015-08-21 14:12:23.510513-04
1440180743.5334,28767,10,psql,10.93.131.148,50790,2015-08-21 14:12:23.507988-04,,2015-08-21 14:12:23.524025-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, relname, pid, mode, granted FROM pg_locks, pg_class WHERE relfilenode = relation ORDER BY relname) TO STDOUT (FORMAT CSV, HEADER);",idle,2015-08-21 14:12:23.528497-04
1440180743.5334,28771,10,psql,10.93.131.148,50791,2015-08-21 14:12:23.509216-04,2015-08-21 14:12:23.516302-04,2015-08-21 14:12:23.524823-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, seq_scan, seq_tup_read, idx_scan, idx_tup_fetch, n_tup_ins, n_tup_upd, n_tup_del, n_tup_hot_upd, n_live_tup, n_dead_tup, heap_blks_read, heap_blks_hit, idx_blks_read, idx_blks_hit, toast_blks_read, toast_blks_hit, tidx_blks_read, tidx_blks_hit FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV, HEADER);",active,2015-08-21 14:12:23.518352-04
1440180743.5334,28773,10,psql,10.93.131.148,50793,2015-08-21 14:12:23.511399-04,2015-08-21 14:12:23.526385-04,2015-08-21 14:12:23.547445-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, pid, usesysid, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV, HEADER);",active,2015-08-21 14:12:23.53305-04
1440180803.56924,29025,10,psql,,-1,2015-08-21 14:13:23.47262-04,2015-08-21 14:13:23.473609-04,2015-08-21 14:13:23.475682-04,f,"INSERT INTO time_statistics (task_name, s_time) 
         VALUES ('PERF.POWER.Q2', CURRENT_TIMESTAMP)",active,2015-08-21 14:13:23.475144-04
1440180803.56924,29055,10,psql,10.93.131.148,50997,2015-08-21 14:13:23.516381-04,2015-08-21 14:13:23.547153-04,2015-08-21 14:13:23.579523-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, a.indexrelname, idx_scan, idx_tup_read, idx_tup_fetch, idx_blks_read, idx_blks_hit FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV);",active,2015-08-21 14:13:23.549449-04
1440180803.56924,29112,10,psql,10.93.131.148,51005,2015-08-21 14:13:23.525051-04,2015-08-21 14:13:23.56084-04,2015-08-21 14:13:23.603459-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, pid, usesysid, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV);",active,2015-08-21 14:13:23.568431-04
1440180803.56924,29124,10,psql,10.93.131.148,51008,2015-08-21 14:13:23.562307-04,,,f,"",,
1440180863.56612,29141,10,psql,,-1,2015-08-21 14:13:23.665433-04,2015-08-21 14:13:23.66646-04,2015-08-21 14:13:23.668858-04,f,"select
	s_acctbal,
	s_name,
	n_name,
	p_partkey,
	p_mfgr,
	s_address,
	s_phone,
	s_comment
from
	part,
	supplier,
	partsupp,
	nation,
	region
where
	p_partkey = ps_partkey
	and s_suppkey = ps_suppkey
	and p_size = 47
	and p_type like '%TIN'
	and s_nationkey = n_nationkey
	and n_regionkey = r_regionkey
	and r_name = 'MIDDLE EAST'
	and ps_supplycost = (
		select
			min(ps_supplycost)
		from
			partsupp,
			supplier,
			nation,
			region
		where
			p_partkey = ps_partkey
			and s_suppkey = ps_suppkey
			and s_nationkey = n_nationkey
			and n_regionkey = r_regionkey
			and r_name = 'MIDDLE EAST'
	)
order by
	s_acctbal desc,
	n_name,
	s_name,
	p_partkey
LIMIT 100;",active,2015-08-21 14:13:23.668344-04
1440180863.56612,29292,10,psql,10.93.131.148,51185,2015-08-21 14:14:23.530722-04,2015-08-21 14:14:23.554363-04,2015-08-21 14:14:23.588429-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, pid, usesysid, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV);",active,2015-08-21 14:14:23.565416-04
